,id,place,speedrun_link,submitted_date,primary_time_seconds,real_time_seconds,player_id,player_name,player_country,platform,verified
0,zp56lrry,1,https://www.speedrun.com/sm64/runs/zp56lrry,2025-12-31T06:00:33Z,374.19,374.19,jn32931x,Suigi,Canada,N64,Yes
1,m3vr6ggz,2,https://www.speedrun.com/sm64/runs/m3vr6ggz,2025-06-07T14:30:24Z,379.14,379.14,8wkzer38,Parsee02,Japan,N64,Yes
2,yo5x381z,3,https://www.speedrun.com/sm64/runs/yo5x381z,2026-01-05T18:38:06Z,379.73,379.73,qj2rklpx,cjrokokomero,Italy,N64,Yes
3,z02er88m,4,https://www.speedrun.com/sm64/runs/z02er88m,2026-02-23T14:07:18Z,383.31,383.31,j2www16j,treybordo,United States,N64,Yes
4,z00x1qoz,5,https://www.speedrun.com/sm64/runs/z00x1qoz,2025-07-18T18:02:33Z,385.1,385.1,xkmnnmmj,ZUMMI,Italy,EMU,Yes
5,y8l3jq5m,6,https://www.speedrun.com/sm64/runs/y8l3jq5m,2026-02-18T16:26:29Z,385.48,385.48,xkzm1z9x,MmaARriOy_,Japan,N64,Yes
6,ydl4l90z,7,https://www.speedrun.com/sm64/runs/ydl4l90z,2024-10-21T11:26:05Z,386.4,386.4,xk3nmqk8,DuckTapeDuck,,EMU,Yes
7,ywjg8w9z,8,https://www.speedrun.com/sm64/runs/ywjg8w9z,2022-02-12T20:34:19Z,387.38,387.38,7j40gpw8,cuas,,N64,Yes
8,yd4elvqy,9,https://www.speedrun.com/sm64/runs/yd4elvqy,2025-06-16T00:12:26Z,390.02,390.02,18q652oj,Poke,United States,N64,Yes
9,mr988ogm,10,https://www.speedrun.com/sm64/runs/mr988ogm,2020-09-19T08:25:25Z,392.15,392.15,kj92gmv8,Dowsky,United States,N64,Yes
10,y6qdo8pz,11,https://www.speedrun.com/sm64/runs/y6qdo8pz,2023-10-26T00:53:17Z,393.1,393.1,8vkrw22j,Tag609,United States,N64,Yes
11,zqpen89m,12,https://www.speedrun.com/sm64/runs/zqpen89m,2025-07-10T23:05:39Z,395.03,395.03,86nnlvqx,Banova8,France,N64,Yes
12,y6j87r6m,13,https://www.speedrun.com/sm64/runs/y6j87r6m,2025-08-15T22:43:12Z,395.12,395.12,48gqo07j,darkdog47,United States,N64,Yes
13,y9wo492z,14,https://www.speedrun.com/sm64/runs/y9wo492z,2025-09-26T19:51:39Z,395.35,395.35,8r2w1n3x,Kinosura,France,N64,Yes
14,z05qlpom,15,https://www.speedrun.com/sm64/runs/z05qlpom,2020-07-18T16:17:57Z,398.23,398.23,7j40gpw8,cuas,,EMU,Yes
15,y2221wjy,16,https://www.speedrun.com/sm64/runs/y2221wjy,2024-05-13T14:29:08Z,400.45,400.45,18qowewj,Majoog,South Korea,N64,Yes
16,y6en9gpz,17,https://www.speedrun.com/sm64/runs/y6en9gpz,2024-08-24T10:15:39Z,401.9,401.9,8ew0dk28,NotGorilla,Sweden,EMU,No
17,y9w00knz,18,https://www.speedrun.com/sm64/runs/y9w00knz,2025-10-19T09:46:48Z,403.13,403.13,xk3nmqk8,DuckTapeDuck,,N64,Yes
18,z19g6w9m,19,https://www.speedrun.com/sm64/runs/z19g6w9m,2024-04-23T22:47:56Z,403.43,403.43,7j40gpw8,cuas,,VC,Yes
19,zg89j6ey,20,https://www.speedrun.com/sm64/runs/zg89j6ey,2024-01-19T02:59:26Z,403.9,403.9,jmolpwo8,Raisn,Germany,N64,Yes
20,8yv24rem,21,https://www.speedrun.com/sm64/runs/8yv24rem,2015-08-07T21:20:12Z,404.23,404.23,,,,N64,Yes
21,z1v58d7z,22,https://www.speedrun.com/sm64/runs/z1v58d7z,2024-12-25T19:01:37Z,404.6,404.6,kjprmwk8,Weegee,United States,N64,Yes
22,yv7nkd6y,23,https://www.speedrun.com/sm64/runs/yv7nkd6y,2025-08-09T04:24:59Z,404.66,404.66,81q1oq5j,Ian_1243,Peru,EMU,Yes
23,dy4jg0ny,24,https://www.speedrun.com/sm64/runs/dy4jg0ny,2016-10-25T19:03:39Z,404.7,404.7,o866w58z,Xiah,Japan,N64,Yes
24,y4nl46km,25,https://www.speedrun.com/sm64/runs/y4nl46km,2025-08-03T02:16:48Z,405.23,405.23,jo3w720j,JumboJolt,Antarctica,EMU,Yes
25,z17qx99z,26,https://www.speedrun.com/sm64/runs/z17qx99z,2025-12-13T13:37:11Z,405.25,405.25,1xy05zjr,turara32767,Japan,N64,Yes
26,mrr912dm,27,https://www.speedrun.com/sm64/runs/mrr912dm,2022-08-17T05:40:11Z,405.67,405.67,68w4ro4x,wara,Japan,N64,Yes
27,zxxd815z,28,https://www.speedrun.com/sm64/runs/zxxd815z,2024-08-03T12:44:00Z,406.4,406.4,xzlelze8,xWicko,Australia,N64,Yes
28,y2g8507z,29,https://www.speedrun.com/sm64/runs/y2g8507z,2023-08-04T09:13:52Z,408.03,408.03,xyrqdwmj,Zhilkan,Spain,EMU,Yes
29,yd1ervvy,30,https://www.speedrun.com/sm64/runs/yd1ervvy,2022-08-28T16:25:19Z,408.4,408.4,qjoolrej,nobori56,Japan,N64,Yes
30,y6r7wn0y,31,https://www.speedrun.com/sm64/runs/y6r7wn0y,2020-09-17T07:21:59Z,408.99,408.99,1xy9p1vj,taihou,Japan,EMU,No
31,m7g1k9em,32,https://www.speedrun.com/sm64/runs/m7g1k9em,2020-03-31T00:27:14Z,409.08,409.08,dx35yzej,TriforceTK,United States,EMU,Yes
32,z0x6goez,33,https://www.speedrun.com/sm64/runs/z0x6goez,2023-10-21T09:38:26Z,409.57,409.57,qj23lpxk,Miton,Japan,N64,Yes
33,ydoqrrvz,34,https://www.speedrun.com/sm64/runs/ydoqrrvz,2025-09-29T06:57:05Z,410.16,410.16,18qowewj,Majoog,South Korea,VC,Yes
34,y48v3wqm,35,https://www.speedrun.com/sm64/runs/y48v3wqm,2022-03-10T23:43:58Z,410.17,410.17,0jm36qe8,Xein64,Germany,N64,Yes
35,yjeqq93m,36,https://www.speedrun.com/sm64/runs/yjeqq93m,2025-03-18T20:19:40Z,411.13,411.13,x7z7pey8,Everchix,Japan,N64,Yes
36,y863kjdm,37,https://www.speedrun.com/sm64/runs/y863kjdm,2023-04-27T13:54:06Z,411.16,411.16,18qowewj,Majoog,South Korea,EMU,Yes
37,z5pqggjm,38,https://www.speedrun.com/sm64/runs/z5pqggjm,2023-08-29T08:36:22Z,412.05,412.05,j96ww5vj,asandal,United States,N64,Yes
38,me1vq13y,39,https://www.speedrun.com/sm64/runs/me1vq13y,2022-07-31T22:11:20Z,412.31,412.31,qxk4wo6j,saksdal,United States,N64,Yes
39,yw2pel3y,40,https://www.speedrun.com/sm64/runs/yw2pel3y,2025-05-01T19:31:36Z,412.64,412.64,864vnd5j,Louis64,Germany,N64,Yes
40,yv8nvvom,41,https://www.speedrun.com/sm64/runs/yv8nvvom,2023-03-13T22:57:47Z,413.05,413.05,j4rpn7d8,Nils,Sweden,N64,Yes
41,m70do89y,42,https://www.speedrun.com/sm64/runs/m70do89y,2023-06-11T23:16:22Z,413.83,413.83,8vo90m5x,Nicolascs83,Spain,N64,Yes
42,yon4rgdz,43,https://www.speedrun.com/sm64/runs/yon4rgdz,2023-05-02T08:41:00Z,413.85,413.85,jnzgrmwj,CyanogenSm64,Uzbekistan,VC,No
43,z1lv8x7m,44,https://www.speedrun.com/sm64/runs/z1lv8x7m,2023-07-30T16:58:33Z,413.86,413.86,kj9z6pn8,Sunnard,France,EMU,Yes
44,yoe1ne5z,45,https://www.speedrun.com/sm64/runs/yoe1ne5z,2025-09-15T05:25:25Z,413.93,413.93,8lpgwllj,Vadien,United States,N64,Yes
45,z0ogd1ez,46,https://www.speedrun.com/sm64/runs/z0ogd1ez,2022-03-25T17:49:38Z,414.44,414.44,8lp7rqrj,kiliaaan,Germany,EMU,Yes
46,z00vnj9z,47,https://www.speedrun.com/sm64/runs/z00vnj9z,2025-09-14T21:22:41Z,414.46,414.46,jp47de4j,lerrythelobtser,Canada,N64,Yes
47,zngdk7vm,48,https://www.speedrun.com/sm64/runs/zngdk7vm,2025-09-12T06:54:05Z,415.43,415.43,8v57kgvj,GrievousD2,Canada,N64,Yes
48,z5e9wp5z,49,https://www.speedrun.com/sm64/runs/z5e9wp5z,2023-04-21T18:41:58Z,415.56,415.56,8wlk4n4j,Kaimatix,England,N64,Yes
49,z5lgr4dy,50,https://www.speedrun.com/sm64/runs/z5lgr4dy,2025-03-04T10:10:57Z,415.76,415.76,81kddqpj,dekitan,Japan,N64,Yes
50,zg9op4jm,51,https://www.speedrun.com/sm64/runs/zg9op4jm,2026-01-06T23:36:02Z,415.91,415.91,68wp5qvx,geek,Germany,N64,Yes
51,y8g5jlwz,52,https://www.speedrun.com/sm64/runs/y8g5jlwz,2025-09-14T03:04:43Z,415.96,415.96,jm3lqln8,Mauir,Chile,N64,Yes
52,0y6j56jm,53,https://www.speedrun.com/sm64/runs/0y6j56jm,2016-11-14T01:13:01Z,415.98,415.98,qxkovg98,gohanie,Japan,N64,Yes
53,zp6op28m,54,https://www.speedrun.com/sm64/runs/zp6op28m,2024-06-02T21:07:34Z,416.01,416.01,8d35ly5x,RetroTorpedo,Germany,EMU,Yes
54,y9vkxnvm,55,https://www.speedrun.com/sm64/runs/y9vkxnvm,2022-06-19T19:53:51Z,417.11,417.11,7j4mzd5j,Thomkar,Norway,N64,Yes
55,yox2g2jy,56,https://www.speedrun.com/sm64/runs/yox2g2jy,2024-07-21T01:03:31Z,417.68,417.68,jm3lqln8,Mauir,Chile,EMU,Yes
56,y2kv4q6y,57,https://www.speedrun.com/sm64/runs/y2kv4q6y,2023-10-20T22:56:05Z,418.21,418.21,8e6k1loj,Phoenix,Australia,VC,Yes
57,yldnrk3m,58,https://www.speedrun.com/sm64/runs/yldnrk3m,2024-04-27T12:07:19Z,418.65,418.65,xkm3lk7j,Nonag,Germany,EMU,Yes
58,z0qdvnjm,59,https://www.speedrun.com/sm64/runs/z0qdvnjm,2024-10-03T16:46:32Z,418.66,418.66,81q1oq5j,Ian_1243,Peru,N64,Yes
59,yj9pe5oz,60,https://www.speedrun.com/sm64/runs/yj9pe5oz,2024-09-01T01:31:24Z,418.76,418.76,xylw0wmj,Linkarf,Québec,N64,Yes
60,z0948jjz,61,https://www.speedrun.com/sm64/runs/z0948jjz,2021-01-03T20:50:58Z,418.95,418.95,x353dr7j,Finnii602,Germany,VC,Yes
61,z0j0k3jy,62,https://www.speedrun.com/sm64/runs/z0j0k3jy,2023-08-07T05:39:16Z,418.98,418.98,8e6vr17j,piegolds,Australia,EMU,Yes
62,y8dj04xz,63,https://www.speedrun.com/sm64/runs/y8dj04xz,2021-05-22T04:46:11Z,419.05,419.05,qjned9qj,tami,Japan,N64,Yes
63,yjdj0g3y,64,https://www.speedrun.com/sm64/runs/yjdj0g3y,2022-07-31T21:44:30Z,419.08,419.08,j2ylqn68,Karin,Japan,N64,Yes
64,mroenx2m,65,https://www.speedrun.com/sm64/runs/mroenx2m,2022-12-20T01:18:39Z,419.16,419.16,zxzn3w9x,spener1122,Canada,N64,Yes
65,yvv2386y,66,https://www.speedrun.com/sm64/runs/yvv2386y,2023-10-15T06:24:41Z,419.68,419.68,8w139m3x,oatslice,Australia,N64,Yes
66,z5xlg2ny,67,https://www.speedrun.com/sm64/runs/z5xlg2ny,2022-10-15T18:53:52Z,420.0,420.0,18q6977j,Burnito,France,N64,Yes
67,y4grwqdy,67,https://www.speedrun.com/sm64/runs/y4grwqdy,2023-01-12T20:35:33Z,420.0,420.0,jnz2ykqj,ShaDowSPoweR,France,EMU,Yes
68,zq5lwp8z,67,https://www.speedrun.com/sm64/runs/zq5lwp8z,2026-02-07T16:33:47Z,420.0,420.0,xz9z40r8,zMatt_,Italy,N64,Yes
69,y6okpnjy,70,https://www.speedrun.com/sm64/runs/y6okpnjy,2023-04-16T22:14:24Z,421.0,421.0,8enge328,BenedictFleur123,Netherlands,EMU,Yes
70,zg6r0gdm,70,https://www.speedrun.com/sm64/runs/zg6r0gdm,2025-06-17T04:29:03Z,421.0,421.0,x7wzv1v8,ADRki11er,Brazil,EMU,Yes
71,m7ll58ey,72,https://www.speedrun.com/sm64/runs/m7ll58ey,2025-08-11T01:22:09Z,423.0,423.0,98rky4qx,BigCheese,United States,N64,Yes
72,m7pknkem,73,https://www.speedrun.com/sm64/runs/m7pknkem,2019-04-26T11:46:52Z,424.0,424.0,zxzpz50j,Fafel,Japan,N64,Yes
73,yoxkqgjy,73,https://www.speedrun.com/sm64/runs/yoxkqgjy,2024-07-30T11:07:29Z,424.0,424.0,8107re5x,Amush_MashB,,EMU,Yes
74,zn25l53z,75,https://www.speedrun.com/sm64/runs/zn25l53z,2024-06-11T04:14:46Z,425.0,425.0,jo3qoo0j,fattylugia,United States,EMU,Yes
75,y657oq1z,76,https://www.speedrun.com/sm64/runs/y657oq1z,2020-04-04T19:36:33Z,428.0,428.0,7j4mzd5j,Thomkar,Norway,EMU,Yes
76,yvx40w4z,76,https://www.speedrun.com/sm64/runs/yvx40w4z,2024-07-08T16:24:44Z,428.0,428.0,v816eo5x,Soda,,N64,Yes
77,m7e4r3wz,76,https://www.speedrun.com/sm64/runs/m7e4r3wz,2025-04-06T21:30:59Z,428.0,428.0,8q3g5goj,Taylor,United States,N64,Yes
78,z0xgo8jz,79,https://www.speedrun.com/sm64/runs/z0xgo8jz,2024-02-03T00:55:40Z,429.0,429.0,j5wo65gj,Blahaj64,Canada,N64,Yes
79,y6gk251m,79,https://www.speedrun.com/sm64/runs/y6gk251m,2025-04-16T11:03:47Z,429.0,429.0,98rky4qx,BigCheese,United States,VC,Yes
80,z5d68e5m,81,https://www.speedrun.com/sm64/runs/z5d68e5m,2021-11-04T18:55:34Z,430.0,430.0,e8evzg7x,gamiru,Japan,N64,No
81,yv7p084y,81,https://www.speedrun.com/sm64/runs/yv7p084y,2025-07-14T18:22:19Z,430.0,430.0,joo3093j,ChiaraSM64,France,EMU,Yes
82,ylj8r9km,81,https://www.speedrun.com/sm64/runs/ylj8r9km,2025-09-05T03:38:59Z,430.0,430.0,8v5253yj,taciturn,United States,EMU,Yes
83,zn5gex3z,81,https://www.speedrun.com/sm64/runs/zn5gex3z,2026-01-19T01:34:30Z,430.0,430.0,pj0rd9mj,Gemini_,Australia,N64,Yes
84,yoe54g7z,85,https://www.speedrun.com/sm64/runs/yoe54g7z,2025-08-16T02:01:48Z,431.0,431.0,81qn9n5j,turtlehippo,Canada,N64,Yes
85,y9x74r2y,86,https://www.speedrun.com/sm64/runs/y9x74r2y,2022-08-05T00:55:36Z,434.0,434.0,8rpp0egj,Bluth,United States,N64,No
86,yjwgxvdm,86,https://www.speedrun.com/sm64/runs/yjwgxvdm,2023-10-25T01:17:03Z,434.0,434.0,jmolpwo8,Raisn,Germany,EMU,Yes
87,yj9lll7z,86,https://www.speedrun.com/sm64/runs/yj9lll7z,2024-07-27T16:08:05Z,434.0,434.0,x7qqopy8,Kudo,France,N64,Yes
88,z1p7x9jz,89,https://www.speedrun.com/sm64/runs/z1p7x9jz,2022-07-10T21:37:48Z,435.0,435.0,kjpqrr4x,Goldrush,Japan,N64,Yes
89,yl1vl72m,89,https://www.speedrun.com/sm64/runs/yl1vl72m,2022-08-18T07:02:17Z,435.0,435.0,j0324nmj,MrDasho,Ecuador,EMU,Yes
90,y9g7o8nm,89,https://www.speedrun.com/sm64/runs/y9g7o8nm,2026-02-22T02:31:25Z,435.0,435.0,8dpdnk98,Gychi,Mexico,EMU,Yes
91,z16783gm,92,https://www.speedrun.com/sm64/runs/z16783gm,2025-08-17T04:02:46Z,436.0,436.0,8lr61378,LightBlue,Canada,N64,Yes
92,me30vp9z,93,https://www.speedrun.com/sm64/runs/me30vp9z,2022-06-17T17:48:25Z,437.0,437.0,x7m9r50x,SaschaSR,Germany,EMU,Yes
93,z17g92wz,94,https://www.speedrun.com/sm64/runs/z17g92wz,2025-12-08T01:45:27Z,438.0,438.0,jm0wk0y8,Kayleee,Canada,N64,Yes
94,yl7lj42m,95,https://www.speedrun.com/sm64/runs/yl7lj42m,2022-06-20T22:25:08Z,439.0,439.0,zxzqlnrx,Cysse,France,EMU,Yes
95,ylp7w3km,95,https://www.speedrun.com/sm64/runs/ylp7w3km,2025-02-01T15:03:36Z,439.0,439.0,8lr0m1v8,Avatar,United States,N64,Yes
96,yo313d7y,97,https://www.speedrun.com/sm64/runs/yo313d7y,2021-01-09T04:14:11Z,440.0,440.0,18q652oj,Poke,United States,EMU,Yes
97,ywnvl3ny,97,https://www.speedrun.com/sm64/runs/ywnvl3ny,2023-12-05T22:23:00Z,440.0,440.0,pj0l653j,FailmanFlo,Germany,N64,Yes
98,zgox3rvm,97,https://www.speedrun.com/sm64/runs/zgox3rvm,2024-08-06T04:14:52Z,440.0,440.0,8d4ywn58,vitroncio,Brazil,N64,Yes
99,men72e2m,97,https://www.speedrun.com/sm64/runs/men72e2m,2025-01-14T13:08:00Z,440.0,440.0,8lrkpl78,welfare_ninja,Canada,N64,Yes
100,oy2n26yd,101,https://www.speedrun.com/sm64/runs/oy2n26yd,,441.0,441.0,,,,N64,Yes
101,7z08d4m5,101,https://www.speedrun.com/sm64/runs/7z08d4m5,,441.0,441.0,18qnw78n,Mese,Japan,N64,Yes
102,zpxw338m,101,https://www.speedrun.com/sm64/runs/zpxw338m,2024-09-15T20:01:34Z,441.0,441.0,e8e23628,flow,Brazil,EMU,Yes
103,yv77jlxy,104,https://www.speedrun.com/sm64/runs/yv77jlxy,2025-08-10T11:48:28Z,442.0,442.0,j427vvmx,NaeNaeEpicSwag,United States,N64,Yes
104,wzp7ll8z,105,https://www.speedrun.com/sm64/runs/wzp7ll8z,2017-03-13T21:24:34Z,443.0,443.0,,,,N64,Yes
105,yo44dldm,105,https://www.speedrun.com/sm64/runs/yo44dldm,2017-04-30T14:24:03Z,443.0,443.0,qjn9dwxm,360Chrism,Germany,VC,Yes
106,yvo5ro8z,105,https://www.speedrun.com/sm64/runs/yvo5ro8z,2021-11-03T12:51:19Z,443.0,443.0,86vq7g3j,nono_6328,Japan,N64,No
107,z5g38onm,105,https://www.speedrun.com/sm64/runs/z5g38onm,2024-08-04T01:53:20Z,443.0,443.0,zx71oy0x,FGSM,Scotland,EMU,Yes
108,y4nk11nm,105,https://www.speedrun.com/sm64/runs/y4nk11nm,2025-07-18T14:43:10Z,443.0,443.0,86776mqj,aoja,Japan,N64,Yes
109,0y6gv1m7,110,https://www.speedrun.com/sm64/runs/0y6gv1m7,,445.0,445.0,,,,N64,Yes
110,y9668wey,111,https://www.speedrun.com/sm64/runs/y9668wey,2023-02-12T17:37:16Z,446.0,446.0,qj2z19nj,TheCrit,United States,EMU,Yes
111,y6jjne6m,111,https://www.speedrun.com/sm64/runs/y6jjne6m,2025-08-12T05:03:18Z,446.0,446.0,8r7412qj,Rynnoo,United States,N64,Yes
112,znp54l3m,113,https://www.speedrun.com/sm64/runs/znp54l3m,2022-07-09T21:27:32Z,447.0,447.0,7j4epgvx,Mcnessyj,New Zealand,N64,Yes
113,m7l45qey,113,https://www.speedrun.com/sm64/runs/m7l45qey,2025-08-28T23:23:09Z,447.0,447.0,7j4q7emx,eleesuh,Germany,N64,Yes
114,y9lg7pky,115,https://www.speedrun.com/sm64/runs/y9lg7pky,2022-03-10T21:53:19Z,448.0,448.0,zxzzzrxq,Moose,United States,N64,Yes
115,yj4pq2gy,116,https://www.speedrun.com/sm64/runs/yj4pq2gy,2018-10-30T10:18:58Z,449.0,449.0,7j4drzdj,AppleJuice,United States,EMU,Yes
116,ywxe560m,116,https://www.speedrun.com/sm64/runs/ywxe560m,2024-07-10T08:35:24Z,449.0,449.0,qjnw4rdj,CapruSin,United States,EMU,Yes
117,yoengo1z,118,https://www.speedrun.com/sm64/runs/yoengo1z,2025-07-17T03:54:57Z,450.0,450.0,8lrm6r78,piposaru,Japan,N64,Yes
118,yox3k6jy,119,https://www.speedrun.com/sm64/runs/yox3k6jy,2024-08-01T17:39:29Z,451.0,451.0,x77dy6qx,symplicial,United States,N64,Yes
119,mr5ddd2y,119,https://www.speedrun.com/sm64/runs/mr5ddd2y,2026-01-19T23:57:44Z,451.0,451.0,1xy9r4yj,Mapiz,Italy,N64,Yes
120,zn689q3y,119,https://www.speedrun.com/sm64/runs/zn689q3y,2026-02-25T21:21:53Z,451.0,451.0,xyrwkqwj,Yudalol,Canada,N64,Yes
121,y8008d5m,122,https://www.speedrun.com/sm64/runs/y8008d5m,2023-02-11T22:20:36Z,452.0,452.0,j425r0wx,enzn,Canada,N64,Yes
122,y9er0qvz,122,https://www.speedrun.com/sm64/runs/y9er0qvz,2025-09-04T05:49:37Z,452.0,452.0,8rm20ewj,FlamingFishsticks,United States,EMU,Yes
123,ywopd62m,122,https://www.speedrun.com/sm64/runs/ywopd62m,2026-02-28T21:03:37Z,452.0,452.0,jo2l6w78,PabloDiazViolin,Spain,N64,Yes
124,z1k3ongy,125,https://www.speedrun.com/sm64/runs/z1k3ongy,2023-09-13T02:59:02Z,453.0,453.0,qjomp63x,Frisson4,Québec,N64,Yes
125,mk841ovm,126,https://www.speedrun.com/sm64/runs/mk841ovm,2020-09-16T05:59:20Z,454.0,454.0,qjoq7yl8,KevinKrunch,United States,N64,Yes
126,y4675xdz,126,https://www.speedrun.com/sm64/runs/y4675xdz,2024-03-31T11:59:51Z,454.0,454.0,j52myw6j,Mario104,China,EMU,Yes
127,mrwkl9dy,126,https://www.speedrun.com/sm64/runs/mrwkl9dy,2026-03-11T19:55:04Z,454.0,454.0,zx7dz1vx,AlejoIH,Spain,EMU,Yes
128,y69ngnjy,129,https://www.speedrun.com/sm64/runs/y69ngnjy,2021-09-08T01:52:19Z,455.0,455.0,98re9d6x,Payduck64,United States,N64,Yes
129,zgelp3ny,129,https://www.speedrun.com/sm64/runs/zgelp3ny,2023-07-21T19:16:06Z,455.0,455.0,j4rg3z58,CheesyLeech,United States,N64,No
130,yvnrdqom,129,https://www.speedrun.com/sm64/runs/yvnrdqom,2025-02-01T21:06:22Z,455.0,455.0,8r3rzrq8,PARS1K,Germany,EMU,Yes
131,zpgpodrz,132,https://www.speedrun.com/sm64/runs/zpgpodrz,2023-02-25T06:05:29Z,456.0,456.0,j4232gmx,VonJim,Québec,N64,Yes
132,z0q3lqjm,132,https://www.speedrun.com/sm64/runs/z0q3lqjm,2024-07-19T03:17:29Z,456.0,456.0,xz27v1nx,NewmanBeatbox,United States,EMU,Yes
133,y8g5p9nz,132,https://www.speedrun.com/sm64/runs/y8g5p9nz,2025-09-15T22:27:11Z,456.0,456.0,qxkrpqm8,Dackage,United States,EMU,Yes
134,z0j73pey,135,https://www.speedrun.com/sm64/runs/z0j73pey,2023-06-14T12:52:22Z,457.0,457.0,8vkn1mnj,madware,Chile,N64,Yes
135,y4o6nknz,135,https://www.speedrun.com/sm64/runs/y4o6nknz,2023-07-23T12:33:39Z,457.0,457.0,zxz1vorj,Karyno,France,N64,Yes
136,zqp5435m,135,https://www.speedrun.com/sm64/runs/zqp5435m,2025-08-16T22:23:23Z,457.0,457.0,86nk3mpx,YogoC,United States,N64,Yes
137,mkxleo3z,135,https://www.speedrun.com/sm64/runs/mkxleo3z,2026-02-18T18:51:33Z,457.0,457.0,j0gp1q4x,Woissil,France,N64,Yes
138,y28ljlwy,139,https://www.speedrun.com/sm64/runs/y28ljlwy,2025-09-14T23:55:49Z,458.0,458.0,x3w377ej,AbUnderscored,Jordan,EMU,Yes
